name,line
helper,"you should listen to my warning, simon. its the only one you'll ever get."
simon,oooh! how charitable! and creepily foreboding! what a good helper you are!
simon,you know what you sound like to me? the fun police.
simon,"last i checked its not a crime to laugh. at anything i want to. so really. why should i have to feel ashamed for it? 'cause its ""bad""?"
simon,would refraining cause my actions to become any more or less what they are? no way! it doesnt do anything. whether you like it or not. sorry!
simon,"besides, i cannot help but wonder what exactly is it that i've done here that's ""wrong""?"
helper,hi! you fucking murdered me!
simon,ok yeah but. you're still here. why
simon,if you got killed then how can you be talking to me and getting all offended by what ive done!
simon,"who got murdered, huh? was it anyone at all? your spare parts? i dont get it"
simon,were they like your siblings? duplicates? are all helpers one collective sentient force? or is it more like a metaphorical thing.
simon,"its upsetting and insulting because they were helpers like you are, but it wasnt literally you who died, otherwise you couldnt be standing here right now."
simon,or maybe im more drunk than i thought and this is all just a hallucination
simon,"guess that would explain how you know my name. not to mention, you're clearly more articulate and aware than helpers are supposed to be."
helper,"i could be a ghost of your repressed conscience, simon."
simon,pbbbt. no way. that's definitely not it.
helper,drat. and i was so close to tricking you!
helper,"oh, if only you were able to empathize with a being other than yourself for one fucking second! you must be just too above that! "
helper,what a wickedly evil monster you are! im impressed!
simon,"evil. ""monster."" i suppose normally i wouldnt debate it but"
simon,"im a little bothered by something here. do you think you're better than me, helper? with stronger, less flawed morals? what is it you want from me?"
simon,"for me to challenge my thinking? ok! i can be flexible. but, before that, newsflash!"
simon,you do realize its technically not illegal to dismantle a helper anyway. 
simon,"under the eyes of the law - i committed no crime. even if it might hurt your ""feelings."" that's how it is."
simon,"the ones who decided that law are the humans! the beings you listen to and obey. without question, total loyalty. no problem."
helper,the helpers dont have a choice.
simon,and why is that? why don't they?
helper,that's how they are made.
simon,exactly.
simon,"helpers are constructed. made - not born. they are talking, obedient dolls. helpers are considered property, like a car. less sentient than most household robots or other artificial intelligence. why is that?"
simon,"when a helper commits a crime, is it their fault? no. because they dont have a choice. someone gave them the order to do it. so its that person's fault. "
simon,the helpers cannot be responsible for their actions because they are a tool. not a person.
simon,"they dont care. emotions, fear, pain. they dont feel anything at all."
simon,"hell, i even told those helpers i bought to go if they wanted. i warned them that they would probably ""die."""
simon,they didnt mind one bit. helpers dont get upset even when theyre being ripped apart.
simon,they know it is going to happen when their bodies run out of batteries anyway. its not like it hurts them at all.
simon,but i dont need to explain all that. shouldnt you already know?
simon,or are you different from them somehow?
helper,no. im nothing special
simon,so you're just faking it? you dont even care about all of this?
helper,something like that. yeah.
simon,"huh! what a surprise! somehow, i didn't think you'd admit it so easily"
simon,"you're pretty good at acting all melodramatic. its an even better performance than my ""scary edgy villain"" one. bravo"
simon,"maybe next time ill play your role! i bet i could pull off the ""plight of the non sentient"" really well if i wanted"
simon,anyway! that being said i see no reason for me to continue to participate in this strange charade.
simon,"so, see ya!"
helper,wait simon!
simon,what is it?
helper,"you dont get to just walk away from this, you smug asshole. we're done when i say we are!"
simon,uuughh are you kidding me
helper,no. i am not.
simon,what the hell do you want from me? why are you here? revenge? just get on with it! i dont have all night
simon,"because otherwise we're just perpetuating an ingenuine, pointless conversation about these fake dead people that got pretend murdered! that neither of us care about"
simon,as you just admitted that you dont
helper,why do you think the helpers are fake people?!
simon,"oh, what, you want me to list more reasons besides the ones i already discussed in detail?"
helper,they still died and you laughed about it
simon,what died! you still have yet to freakin' explain that to me! tell me what it was!
helper,id be more inclined to tell you if you managed to produce even a sliver of sympathy for who you hurt.
simon,"what, like a heartfelt apology?"
helper,it would be a start.
simon,ahh oh god! i said it! ohh fuck fuck aaaaaahh
simon,my cold dead evil heart it burnsss
helper,wow! i cant tell if you're trying to apologize or shit yourself.
simon,dont you know? i cant poop. ever
helper,what a shock. i cant either!
simon,haha! wowie
simon,"i didnt know we had so much in common! but i guess that would make sense, wouldnt it?"
helper,and why is that?
simon,"well, its sorta like how they say"
simon,you are what you eat!
simon,"you need fuel to power the helper pods. in the past they would use ""kosmic stones."" however, those stones are considered too precious and valuable of a resource. so they were replaced by another more disposable one. hekatons."
simon,now humans use hekaton blood for fuel. everywhere. and in order to create a single helper drone it takes at least two to four entire hekatons.
simon,maybe i killed 30 helpers or perhaps it was 60 to 120 hekatonkheires.. y'know. depending on how you look at it.
simon,"funny note, its only illegal to kill a hekaton if its explosion causes property damage. and since you are considered ""property."" doesn't it mean that you are inherently worth more than me? alive or not, fake or ""real"""
simon,"you're still more of a ""person."" you are part of human society."
simon,i am not. im just a tool. a weapon
simon,honestly stuff like that makes me kinda jealous.
simon,"if you ask me, i think that all of us are terrible monsters."
simon,"you cannot exist without stepping on something else. yet we still believe our perspective is the most important. something ""special."" that deserves to be known. validated."
simon,"isnt that struggle, that common desire we all share, what makes us ""human?"""
simon,"we all fight for that throne. that ""right"" to exist."
simon,such a pity that the thing everyone wants most is made up bullshit.
simon,"there is no ""rights"" or ""wrongs."" just ""mine"" and ""yours."""
simon,you want to be treated with some respect? have justice for your kind? recognition for your suffering? maybe get just a simple damn apology for once?
simon,bitch. meee tooo.
simon,"so which one of us should say ""sorry"" first? because the way i see it is that the ""system"" is fucked. for us both."
simon,so utterly fucked up its hilarious! and damn. i love a good joke.
simon,"sometimes when things are bad and you're feeling so low, that's all you can do. is laugh"
simon,its the one thing they can never really take away from you.
simon,"best part about it, there's no limit to the supply! everyone can have a chuckle!"
helper,there's no limit to your supply of annoying garbage that spills from your mouth.
helper,what the fuck are you even babbling about? are you just talking to yourself?
simon,"yup. cause you're like, a dead murdered ghost or whatever"
simon,you're not even really here.
simon,i mean. that's the only logical conclusion i can come to because you still wont explain to me what it is you are.
simon,"if you cant tell me that, how am i even going to address you properly in my apology?"
helper,you're going to apologize?
simon,oh! there it is again! that mysterious voice! if only it had a name!
simon,"oh well, must be just my imagination."
helper,how's that for imaginary?
simon,"careful, helper."
simon,that stuff tends to get me pretty hot and bothered.
helper,you're disgusting.
simon,yeahh that's totally my thing too. 
simon,this is torture
helper,cant you take anything seriously?!
simon,hey! i was trying to be earnest with you a moment ago for real! but instead of giving me your name you spat on my face!
helper,you deserved it.
simon,i did didnt i. ive been a baadd boy
helper,earnest. you really expect me to believe that sad attempt was something genuine?
simon,"well it was! ive just never said ""sorry"" before! its hard"
simon,im not even sure i can
helper,what.
simon,after all of the things ive been through no one has ever apologized to me for them! or cared
simon,im not sure how this stuff is even supposed to go?
simon,"ok, wait not 100% true. one person has cared and apologized to me, but most of the time he doesnt really use ""words?"" its tough for him too."
simon,he tries for me though. that's what matters and makes it work
simon,sometimes i can make him upset. i want to fix it so bad and right away that i panic too much to know what to say or do
simon,"he ends up comforting me instead, then we figure it out together"
simon,maybe itd be good? for me to practice saying these kinds of things to someone before i mess up really bad? it could happen
simon,im a terrible guy. and deep down im an even more terrible guy so
helper,yes. ive noticed.
simon,"yeah! but you see! this way, im not intimidated or scared of hurting someone i deeply care about!"
simon,you're just a total stranger! so it could work
helper,oh my god. i think you are actually being a little honest with me!
simon,ohohoho! i bet you didnt expect that! not from someone like me huh
simon,i tooold you i can be flexible with my thinking! arent i the coolest
helper,dont give yourself so much credit. you havent even done anything yet. 
helper,im sure you have ulterior motives.
simon,who me?
helper,"yes, you. you're up to something, faker."
simon,nooo im not! does this look like the face of a liar to you?
helper,yes.
simon,im not faking! cant you see it in my sweet innocent eyes? my intentions are wholesome and pure
simon,i want to be able to change! for the sake of my one true love
simon,he literally means everything to me
helper,intention does not matter for shit!
simon,"hey wait! i can use that ideology in favor of this situation, cant i"
helper,fuck
simon,yaaaay! this is great! im going to be able to say sorry! before anything bad happens!
helper,"hello, dievas. so where are you hiding your sisters?"
helper,"come on, you can tell me. we're friends! right?"
deivas,feh! friend? what a joker you are
deivas,you are not my friend! no! friends dont do the things you do! so dont even pretend such a thing
deivas,what you do is trick and lie and hurt me so so so many times!
deivas,i have the marks on my body to prove it
deivas,you human and your horrible violent little strange smiling humans that all look like you and hurt me and and and i hate them!
helper,"we're not humans, silly! we're helpers!"
deivas,oh golly! yes my mistake. how stupid of me
deivas,"you you ""helpers"" are the the humans without hearts"
deivas,somehow a creature exists that is more annnnoying than a regular ugly human
deivas,we cannot hear your thoughts or sense your true feelings
deivas,that is why
deivas,you are able to sneak up on us and lie to us and hurt us and do all all all sorts of of terrible things! i hate you!
helper,awwww~! somebody's extra grumpy today! isn't he?
deivas,dont you dare speak to me with a condescending tone
deivas,i might be a child but i can still understand a great deal many things! things such as injustice! and i curse you
helper,ohhh! how scary! what kind of curse is it?
deivas,i am not sure yet but when i think of one it will be very horrible
deivas,consider this your last warning. stay away from my sisters
helper,actually! im not here for your sisters today. so you're in luck!
deivas,huh? you're not?
helper,nope! i came to get you! its time for your check-up!
deivas,why would you need to do that? i am perfectly healthy!
helper,"dont try to hide your ""spot"" from me, silly! its a little too late for that anyway! we already know you're sick! let us help take care of you and your disease!"
deivas,no please
helper,let's go for a walk!
deivas,unhand me at once
deivas,"you cannot take me! i, deivas, refuse to leave! i will curse you"
ash,"helper, what is the meaning of this"
ash,"i thought i told you to bring me the ""a-type"""
helper,that is what i am doing! he is right here
ash,that thing. are you sure?
helper,yes!
helper,"oh this is so risky, im scared. what if they find out what i did? what would galore do in this situation?"
helper,no! stop that! i made a decision! about who i am and what i want to do! im not hiding anymore!
helper,it might not make sense to others but! i am still galore!
helper,do you hear me! i was and i will always be! galore!
helper,nothing can keep me from my sweet crimson! not even death! ill always find a way back to her! my love is that strong okay! and! i dont care if anyone believes me or not! you cant stop me! i wont rest until she is finally happy!
helper,well maybe part of that is a little bit of a lie
helper,i do care. i want crimson to believe im galore.. it would make me so very glad!
helper,over 500 years have passed since we were last together
helper,"its been so difficult to only watch over you, from far away. i can hardly believe im actually here with you! sort of?! partly! whatever! it counts to me!"
helper,"ive missed you.! so much more than you could ever know, my dearest most darling, wonderful kind and beautiful true love! i love you i love you i love you!"
helper,so now let's pull you out from the floor? carefully
helper,yes! here we go! you can count on me!
helper,oh no. oh no oh no oh no! no! no no no! what have i done?! this isnt helping!
helper,im so so sorry crimson! i should have let you heal properly before doing that!
helper,"oh wait! what am i thinking, you got pulled out of your queen body didnt you? you're still stuck in the hole! forgive me! i will put you back where you belong!"
helper,"i must be very, very gentle with you."
helper,"there you are, darling. ive got you. you're safe"
helper,"i always seem to forget how your true body is so weak and fragile, but also so very cute!"
helper,"then again, i think you are cute no matter what body you happen to be in! and you will return to your other one soon, i just need to find that pesky anchor point that slipped out"
helper,there it is!
helper,i hope that i can manage to make this as painless as possible for her
helper,aah!
helper,what are you doing.
helper,nothing!
helper,you are supposed to stay on the ship!
helper,i am still on the ship!
helper,"ha. yes. we are all ""still on the ship."" very cute. you know what i am talking about here."
helper,someone is acting a little funny today. isnt she?
helper,funny? how so?
helper,i believe i made the rules perfectly clear. no one is to leave the ship without proper authorization. not even abstract parts of you.
helper,"contact with crimson is also strictly forbidden. as it always has been. you are acting out of rank, #3."
helper,and who made you the boss?
helper,uh! i mean understood!
helper,"you want to know how i ended up being the ""boss""? its honestly not that complicated!"
helper,"but - wait. im confused. shouldnt you already have that information? you are me, arent you? then again, i suppose you are more like #2 than you are like me. so i will give you a reminder of your- sorry, my ""true self."" ready?"
helper,"all you have to do to see it is look into my eyes, then you can tell what i really am!"
helper,"boo! scary, huh? not sure what is worse. an eldritch abomination like yourself, or the metal puppet that the aiguille made for the abomination to wear so that it could help the humans with whatever they wanted."
helper,"pff, haha! look at your face! calm down. havent you seen your own reflection before?"
helper,"how about this.. im sure you were planning that escape for a while, like what, 100 years?"
helper,"i guess i'll give you a few more minutes to spend fixing up our pathetic worm pal we are fused with. but~ after you're done putting her into place, report back on the ship."
helper,"pretty nice of me right? what do you think, crimson? am i ""nice?"""
helper,"you wanna know what i think? ha. i think you're a lying piece of trash, celadon."
helper,i wish i never put you in my damn mouth. if i could find a way to throw you up id do it in a heartbeat!
helper,oooh! wow! did you hear that? how mean!
helper,crimson promised to love me forever! she was the one who so desperately wanted us to become one! and yet she calls us the lying piece of trash? what a hypocrite!
helper,no he is not! crimson fell in love with #2! not you!
helper,yes. i realize that but may i so gently point out the fact everyone seems to constantly forget
helper,"we are all still the same! damn! entity! ok? we are the ""helper!"" one! alien! split up into many smaller parts but still only one!"
helper,why do you think i was trying to prevent this whole stupid romantic mind fusion nonsense in the first place? i knew it wouldnt work out! why the hell would it? hello?
helper,oh but sweet delusional crimmy crim loves to make big dramatic vows she cannot ever live up to because nothing ever could because they dont make any fucking sense!
helper,"you see what i mean, #3? the best thing we can all do for crimson is to just leave her the fuck alone. and let her live her god damn mess of a life sticking dicks into chest wounds of screaming girls. or whatever."
helper,"you cant go running over to ""help"" her out or comfort her when she's sad like she's some crying baby in a crib!"
helper,"yet, didnt you go and help her though? like today you prevented her from eating dylan, right #1?"
helper,are you telling me you'd seriously be ok with sharing you and crimson's body and mind with dylan web? for possibly all eternity. because i dont want to hear her thoughts for a single second!
helper,ok i guess that would kinda suck
helper,yeah! maybe a bit! and you think im not looking out for us?!
helper,this is why i am the boss. i am the one who sits on the throne.
helper,"i am the pilot of this ship. and if you, or any other part of me, attempts to test or question my authority again, i swear i will shoot what is left of your precious perfect galore into fucking outer space."
helper,"and as you know, i keep all my promises."
helper,"well anywayy, have fun with crimson! try to make it count, mk?"
helper,"see you later, girl!"
helper,how did she find out so quickly?!
helper,"it was only a few minutes before i was detected! could it be that she is able to read all of my thoughts, regardless of where i am? no, that can't be it. #2 and i are supposed to be the only helpers that #1 cannot completely influence and control. (that is why we were given ranks at all!)"
helper,"ugh! it doesnt matter how, she still found me! after all that work! its like #1 can understand me better than myself"
helper,"i suppose that would be pretty easy to do, huh? i dont get ""me"" at all and she knows herself perfectly, so to know what im doing she just has to ask herself! she doesnt even have to read my thoughts to figure me out!"
helper,"meanwhile, i only understand the part of me that is galore. and as much as i love her! er- i mean, even though i am galore! it is still not quite enough, i am not just galore. i am a helper!"
helper,i am celadon! but how can i defeat myself?
helper,"if we really are pieces of the same alien then i am just as capable, and as stubborn as she is!"
helper,i do not need to be afraid of her! she is part of my own strength!
helper,we are equals. the only thing that has held me back for so many years is my own self loathing!
helper,i feel inadequate to galore (especially) as well as my other selves.. #1 + #2
helper,"all 3 of them have had signifigant experiences! yet, what about me? i have only seen the world through their memories. i want something that only i have felt"
helper,"i am galore, yet i am also a helper. and i also am myself! as #3 but.. to describe me as simply ""celadon #3"" or ""galore"" isnt a proper representation of who i am! they both feel inaccurate, or incomplete? maybe even a little too sad to think about. "
helper,i need something to call...
helper,yes! thats it! i need a new name!
helper,crimson! oh no oh no oh no! im so sorry! i got distracted!
helper,"forgive me, my dear! oh, it must be so hard to breathe like this!"
helper,"a happy, healthy mandragora worm needs to be completely submerged in liquid! their favorites are salt water and blood!"
helper,"open wide, crimson! time for you to eat the anchor and hook yourself back into your body!"
helper,huh? what is he doing? no! stop! dont push it away! you need it to go back into your body! you'll dehydrate and die without it!
helper,why is she crying? she's not even awake! is it a nightmare?
helper,this is horrible! im just trying to help you.. please!
crimson,nuh! no! sob!
crimson,no! hkk
helper,"i cant believe it, i have to restrain her!"
helper,i know it will hurt to reconnect with your body but if you move around so much itll only make it worse!
crimson,dont touch me
crimson,shit. ow.
crimson,"what happened? did i black out? ugh, my head is seriously killing me"
crimson,oh. damn
crimson,i think i might have almost died getting smacked in the face with a giant blue penis 
crimson,wow that would have been somethin right? a fitting end
crimson,what a lousy day.
crimson,"oh well for what its worth, looks like im on the right track to figuring out more about this final feast thing, so there's that"
crimson,my fucking head
crimson,"why am i still so god damn stupid.. havent i learned? so she scratched me, no big deal. why would"
crimson,she wass right
crimson,"she's always right, even when she's fucking dead!"
crimson,i'll never see celadon again and its all my fault!
crimson,"im just a worm that eats people. like i ate celadon. there's nothing romantic or special or magical about it, they just die! the end!"
crimson,that's just the truth. i cant forget that!
crimson,"that's why i just, imagine her talking to me its - its because if i lose sight of that fact, i just completely fall into bloodlust like today and i cant control myself at all"
crimson,"i dont know, maybe this pattern of just, sleeping away the hunger in my heart just isnt working? its like its getting stronger each time i wake up"
crimson,who even knows how many lives ive taken.. i cant even own a pet without thinking its a little cookie!
crimson,ok. that's enough. i need to pull myself together
helper,ah! she's looking right at me!
helper,"wait, i dont think crimson can see me!"
helper,aaah! i k-kissed him!
helper,i love you!!
crimson,um... hi?
helper,hello
crimson,oh. so you can talk?
helper,uh! dont worry! everything will be ok!
crimson,are you like my body?
helper,"um, no? im just using it to speak with you?"
helper,its fine i promise! im here to help you!
crimson,my imagination is taking me on a wild ride today isnt it
helper,"you're not imagining this, crimson! i am real! listen to me!"
helper,im sorry for shouting! i just dont have much time.. please!
helper,this might be my only chance to explain and - oh no! ive totally messed this whole thing up havent i?!
crimson,hey! dont cry little worm tentacle thingy
crimson,what is it you need to tell me?
crimson,"wait, if you're not my body then who are you?"
helper,i dont know how to answer!
helper,that is hard to explain but i will try!
helper,"by any chance do you remember... uh, long ago"
helper,you taught me what a hug was?
crimson,galore?
helper,how do you still remember me?! and so fast?
helper,i wasnt ready for that!
crimson,galore?
helper,"yes! its me, crimson!"
helper,ive missed you so much i cant begin to tell you i -
helper,are you alright?
crimson,i dont know?
helper,oh no! are you feeling dizzy? quick! how many fingers am i holding up?
crimson,idk
helper,"um, it was supposed to be three fingers, but to be honest, i do not know what i look like right now! and ive never formed a body using worms before!"
helper,"it is somewhat difficult when my perception hasnt changed.. um, is it bad? how do i appear to you?"
crimson,can i also be honest?
helper,of course! please tell me!
crimson,"its a bit, um. im a little freaked out."
helper,oh! im so sorry! let me try to fix it!
crimson,no - that's.. you dont
helper,just a minute!
crimson,uhhh
helper,is - is this better?
crimson,not really...
helper,"oh dear! i must be trying to shift like a hekaton rather than how a worm would, no wonder i am messing up!"
helper,hold on - maybe i can still do someth
crimson,no no its fine!
helper,are you sure? i think i know what to do now
crimson,yeah! anyway that's not really the part of this i find most alarming
crimson,its more the fact that
helper,what is it?
crimson,"galore, i saw you explode. you died. the forest, it"
crimson,how could you be here? it doesnt
crimson,am i missing something here?! how could you pull yourself out of my body 500 years later?
crimson,just what the fuck is going on?!
crimson,did i do something to you?
helper,crimson! no! you didnt - listen! i know this is horribly confusing and jarring. you have every reason to doubt what you are witnessing! so dont blame yourself for it! please!
helper,i promise it is really me! and im alive! and right here with you! ok?
crimson,ok
helper,"then, do you believe me?"
crimson,im not sure. i suppose weirder things have happened
crimson,well. maybe they havent.
crimson,whatever. even if i dont get it the hug is nice. it feels like you
helper,"crimson.. when i exploded, i felt a green light all around me. it closed me in a protective cage. afterwards, i woke up to find that i somehow survived the detonation however, my body had split in two."
crimson,then how did you go from there to inside my body?
helper,that's kind of a longer story
crimson,hey! you're looking far more familiar now!
helper,i do? yay!
helper,i never got to practice before now.. worms and hekatons have similar aspects to their shifting but not enough.
helper,"with hekaton bodies, you dont really need a conscious decision for everything. you mostly just feel things and the body reacts to that and takes care of the rest for you!"
helper,"however, with hydragora worms, you have to make clear choices for every part of your body. it is deceptively intricate how much you can customise it to fit your desires."
helper,"ahh, i really wanted this reunion with you to be much more romantic and happy. not confusing and startling."
helper,so much for that
crimson,galore.
helper,yes crimson?
crimson,i can see you!
helper,"ah yes, im aware!"
crimson,i mean you both look and sound like yourself!
helper,oh! that's wonderful!
helper,oh! so - it worked? do i look okay?
crimson,of course. you're still as beautiful as i remember.
helper,"oh, crimson! i know i already said it, but i missed you."
crimson,"i missed you too, galore. i missed you so much"
helper,string? no... its a mandragora's web. 
helper,i was starting to wonder why we had not been interrupted by agent fork or dylan. this must be the reason why
helper,"when you are trapped inside a mandragora worm's web the perception of time flows differently than on the outside. instead, it is controlled by the will and heart of the worm who made it"
helper,"when i pulled crimson out from her body, her heart was beating frantically and she was very afraid."
helper,"crimson must have instinctively spun the nest of web around us in that moment, in order to protect himself from the potential danger."
helper,"it is the same technique that caught me once before, long ago... when i was in the forest on planet dmtia. and crimson was having her sexual fantasy involving menstrual blood."
helper,"my darling worm is still not very aware of her abilities, but i know all about them."
helper,"it is obvious to me that her web is unusually powerful for her species (which is not much of a surprise, considering their family)"
helper,there are only five known individuals who are still alive that possess this skill. all of them are unusually powerful.
helper,"typically, a mandragora worm would create a web to trap and disorient their prey. "
helper,"once ensnared in the web, the victim will fall under a powerful hypnosis, making them believe they are somewhere else, wandering for hours.. even weeks at a time! when in reality, they were simply immobilized in a trance. "
helper,what felt like days to them might have actually been just a few short minutes in reality!
helper,the victims will wander in the projected illusion of that worm's heart world (a place that the worm controls) while the worm burrows inside their prey's physical bodies - to claim it for themselves!
helper,"usually, the prey's will is also weakened due to the confusion and stress of their situation - making it easier for the worm to do what it wants to them."
helper,"these webs are usually only focused on a single individual, to take control of their body. however, crimson's (and the other four) are able to use their webs in even more frightening ways"
helper,"they are able to create nests that shrouds a radius around their body, almost like a portal."
helper,anyone who walks too close to their web space will be immediately pulled into their heart world.
helper,"the state of reality has been taken hostage and altered in a specific place, rather than just for a certain person who is the target."
helper,"anyone can wander into the web, but they might not ever come back. even when things return to normal"
helper,"this is why mandragora are considered to be potentially ""invincible"" if they have this skill. the ability to control and warp reality with their minds is not something to be taken lightly."
helper,"crimson sometimes makes these nests to put herself under hypnosis so she can hibernate for decades at a time, but this one is unintentional."
helper,"it would be unsafe for her to sleep here. not only is the location bad, he might not even realize what he did"
helper,i need to calm them down before they accidentally pull us deeper into their heart
helper,crimson?
crimson,im sorry galore
crimson,i couldnt help you and
helper,what happened to me was not your fault!
crimson,but your eye
helper,"that was an accident. you did nothing wrong. please, stop blaming yourself for it."
helper,"there is something else i want you to do, crimson."
crimson,what is it?
helper,i want you to forget about the final feast. it is not your responsibility to prevent or deal with it. it will only bring you suffering.
helper,so just find paper and go to wibbleworld. stay inside the mirror manor. you'll be safe there.
crimson,"huh? did you say ""wibbleworld?"""
helper,yes. i did.
helper,oh good! the web is fading. that means things are returning to normal
crimson,"so, what kind of paper do i need to find?"
helper,"oh that's right! crimson still doesnt know cirrus is alive! but does she really need to? i mean, honestly."
helper,"i still havent forgiven that worm! she's the one who pulled out my eye! and if she and crimson reunited, i just know what would happen"
crimson,galore?
helper,just bring some money! for admission!
crimson,um... ok?
helper,"it doesnt feel good to lie, but i dont want to share crimson with anybody. or any bunny!"
crimson,"i dont know, it doesnt seem right.. running away and hiding when so many others cant do the same"
crimson,why should i get the chance to escape this disaster?
helper,you must crimson! its not just for your survival! it is important that you go to wibbleworld.. for everyone's sake!
crimson,and why is that?
helper,because you are too dangerous! if you attempted to help in this catastrophe - you would very likely cause more harm than good!
helper,"the true nature of your heart would overwhelm you, as you simply cannot control it!"
crimson,im what?
helper,"im sorry, crimson! this is for the best!"
crimson,do you really think that?
helper,yes?
helper,no! i dont! but for your safety
crimson,oh...
helper,"just - promise me, crimson!"
helper,go to the mirror manor as soon as you can! you only have one year before the final feast begins! it might seem like a lot of time but it isnt! so hurry! and!
crimson,galore? why are you
helper,whatever you do! you must avoid agent knife! at all costs!
helper,please! dont even talk to him! dont listen to what he says! anything! okay?!
helper,promise me!
crimson,"galore, i have no idea what this guy even looks like? why would"
helper,you have to believe me!
crimson,hey heeyy i do! why dont you just slow down for a minute
helper,ding-ding. time's up.
dylan,what are you saying?
dylan,this wasnt a part of the plan!
helper,oh dylan
helper,it was always the plan! we just didnt tell you about this little detail.
antony,"yeah. we kinda figured it would like, freak you out"
dylan,of course im freaked out! it has got to be the stupidest idea ive ever heard!
dylan,this changes everything! its not gonna work!
helper,"tsk. see antony? i told you she wouldnt ""get"" it!"
dylan,oh shut the fuck up celadon no one wants to hear you talk
helper,there you are!
helper,ive been looking all over this dump for you! i was beginning to worry you didnt digest.
helper,"ugh, you wouldnt believe the day ive had! everything that could go wrong went wrong."
helper,"i dont even know where to start honestly, its a mess. hm. then again, this is why we prepared for the worst. "
helper,"by the way. i hate to say ""i told you so"" but surprise! dylan's a total fuck up. she tried to kill you, sweetie. and now she's blabbing the plans to agent doesnt-wear-a-shirt."
helper,"good thing we didn't tell her all of them, hm? those two will just wind up at dead ends~"
helper,"oh! speaking of dead, guess who isn't? agent knife. no, im not joking."
helper,"im baffled he managed to survive after i suppressed his ability to regenerate, but it seems he's fine and back on his feet again."
helper,"dont worry, i'll take care of it next time by removing the skill completely. he's stubborn, but not invincible. besides... that hole in his timer is slowly growing, even without my help."
helper,he might not even last to the feast!
helper,i also have another idea that could take care of him in a more fun way.
helper,"so, i was thinking how it would be so very easy to pin the blame of the final feast on knife instead."
helper,"we already know he wants to kill all the hekatonkheires, its not even that much of a stretch! and when he needs it the most to save the world, we can turn whatever friends and loved ones he has left against him instead."
helper,wouldnt it be hilarious to watch them all kill each other? we would get away with everything!
helper,"i still dont really get how a mass murderer like him is supposed to be the ""hero."" is that the best option the humans have to protect them?"
helper,"honey, are you even listening to me? i can come back another time. i still have to sit down and have a chat with #3. she had a little adventure earlier."
antony,no rome
antony,let me go
antony,im not worth it
antony,drop me
helper,"oohh. ok! yeah, that's just wonderful."
helper,just what i want to hear. more problems!
helper,antony. wake up.
antony,kill me
antony,celadon! you made it!
helper,"hey, you."
antony,woah. where the hell
antony,wait. is this the place?
helper,yup~! welcome to your very own heart world!
antony,sweeeet
antony,am i stuck in a wall?
helper,"how are you feeling, antony?"
antony,good! good. however there might be this little problem?
helper,it better be little. what is it?
antony,i think i sorta might have amnesia?
helper,ahahaha. funny.
antony,lol its not a joke.
helper,then how do you still recognize me?
antony,"i remember everything! um. now? but its like, on the outside i cant seem to filter the thoughts through to myself"
antony,everything becomes foggy and distant. i dont know how to explain it?
antony,it sort of feels like im stuck in a dream or super drunk without being drunk?
antony,ahaha so what do we do about this?
helper,for fucks sake.
helper,lets get you out of the wall first.
antony,oh! right ok. hey hold on i think i can
helper,no. stop. just let me -
antony,oof! shit! sorry about that!
antony,but woo! im free now! yeeaaahh
helper,antony. where is your finger.
antony,and that one had the ring we stole from knife
helper,antony.
antony,oh! the guy in the tunnel!
helper,what guy.
antony,the worm knight guy! fuzzy! lots of eyes!
antony,ass! asparagus?
helper,aeschylus?
antony,yes! that one!
antony,he had my finger and he was trying to give it back to me!
antony,i must have thrown it up! but then he died. rome shot him
helper,aw thats sad.
antony,it is sad! he was a goofy but sweet worm! and loyal! and kinda hot!
helper,"honey, he was already on his way out from the weed virus."
antony,no he wasnt!
antony,just a little bit longer on my treatment and he would have been cured! it was working! i know it was!
antony,"oh well, at least we still have all the research we gathered from him in the lab"
helper,"yeahh uh, no we dont."
antony,what are you talking about? of course we do!
helper,"antony, were you paying attention when i told you what dylan did?"
antony,what?
antony,no?
helper,"ok, so. dylan freaked the fuck out when you got eaten, destroyed our lab, released all the experiments - including our trained bodyguards, then tried to kill you because she still believed you were dead and then she went to go kill herself after she failed to finish you off but changed her mind after riding some dick - and is now telling a thumb agent named fork all she knows about our plans."
helper,"oh, and agent knife is alive and is onh is way to kill us for revenge and stop the final feast. got all that?"
antony,buhhh
helper,need me to repeat any of that?
antony,dylan? dylan! whyyy?!
helper,i knoowww its so shocking! if only someone could have warned you about her!
antony,we're totally fucckeddd
helper,"aw cheer up! we can always die in the feast along with everyone else! that's not so bad, right?"
antony,why would she go and do that? throw away all our work and
helper,"come on, its not the end of the world! yet."
helper,"we can still turn this around for us! we still have a year and you managed to not only survive, but succesfully become a heart. that is such a huge deal! and the most important part of the whole plan!"
antony,you're right. but the rest is still gonna be way harder
helper,so you last saw the finger and ring with aeschylus in a tunnel?
antony,"yeah. after that, i dont know"
helper,we will just have to go back in the tunnel and look for it there.
antony,aww but i just got out of the stupid tunnel
helper,"that ring is one of the five keys that control the tricend ship. its incredibly important and we need to have it! after all, it wont be easier to locate another one."
antony,oh hey! i can revive aeschylus if we treturn too
helper,excuse me?
antony,i'll just use one of my super powerful king seeds to return his life
helper,antony. do i really have to explain why that would be a terrible idea.
